list_id,list_name,campaign,tier,phone_number,company_name,title,address1,city,state,postal_code,email,caller_id_pool,priority,vendor_lead_code,source,comments
1001,SoFla-Broward,RRSOFLA,Broward (954/754),9542398152,Miramar Property Management,Property management,,Miramar,FL,33025,,954/754,P2,MiramarPropertyManag,Yelp,[BROWARD 954/754] Local office on Miramar Pkwy
1001,SoFla-Broward,RRSOFLA,Broward (954/754),9543685398,PMI Best Assets (Davie),Property management,,Miramar/Pembroke Pines,FL,,,954/754,P2,PMIBestAssetsDavie,daviepropertymanagementinc.com,"[BROWARD 954/754] SF, duplex, small apt buildings"
1001,SoFla-Broward,RRSOFLA,Broward (954/754),9544386570,Pines Property Management,Property management,,Pembroke Pines,FL,33332,,954/754,P2,PinesPropertyManagem,pinespropertymanagement.com,[BROWARD 954/754] Weston-adjacent 33332
1001,SoFla-Broward,RRSOFLA,Broward (954/754),9542783200,All County Professional,Property management,,Pembroke Pines/Hollywood,FL,33024,,954/754,P2,AllCountyProfessiona,allcountyprop.com,[BROWARD 954/754] Covers Pembroke Pines
1001,SoFla-Broward,RRSOFLA,Broward (954/754),7544002025,The Nice Property Management,Property management,,Pembroke Pines,FL,,,954/754,P2,TheNicePropertyManag,thenicepropertymanagement.com,[BROWARD 954/754] Local 754 number
1001,SoFla-Broward,RRSOFLA,Broward (954/754),9542043266,PMI Prime View,Property management,,Pembroke Pines,FL,,,954/754,P2,PMIPrimeView,fortlauderdalepropertymanagementinc.com,[BROWARD 954/754] Pembroke Pines coverage
1002,SoFla-Doral-Hialeah,RRSOFLA,Doral-Hialeah (305/786),3054541540,The Palma (Downtown Doral),Apartment community,,Doral,FL,33172,,305/786,P1,ThePalmaDowntownDora,thepalmadoral.com,[DORAL-HIALEAH 305/786] Large downtown Doral community
1002,SoFla-Doral-Hialeah,RRSOFLA,Doral-Hialeah (305/786),3055079696,Doral View,Apartment community,,Doral,FL,33178,,305/786,P1,DoralView,Apartments.com,[DORAL-HIALEAH 305/786] Multifamily community
1002,SoFla-Doral-Hialeah,RRSOFLA,Doral-Hialeah (305/786),3055992122,Valencia at Doral,Apartment community,,Doral,FL,33178,,305/786,P1,ValenciaatDoral,valenciaatdoral.com,[DORAL-HIALEAH 305/786] Large community
1002,SoFla-Doral-Hialeah,RRSOFLA,Doral-Hialeah (305/786),3053925800,5350 Park (Doral),Apartment community,,Doral,FL,33178,,305/786,P1,5350ParkDoral,Apartments.com,[DORAL-HIALEAH 305/786] Luxury community
1002,SoFla-Doral-Hialeah,RRSOFLA,Doral-Hialeah (305/786),7868705970,Flamingo Village / Hialeah Acres,Apartment community,,Hialeah,FL,33010,,305/786,P1,FlamingoVillageHiale,Homes.com,[DORAL-HIALEAH 305/786] Open 7 days; leasing office
1002,SoFla-Doral-Hialeah,RRSOFLA,Doral-Hialeah (305/786),3058889744,Hialeah Housing Authority,Public housing,,Hialeah,FL,33010,,305/786,P1,HialeahHousingAuthor,hialeahhousing.org,[DORAL-HIALEAH 305/786] Large portfolio; public entity (procurement rules)
1002,SoFla-Doral-Hialeah,RRSOFLA,Doral-Hialeah (305/786),3055918715,Doral Management Company,Property/HOA-condo mgmt,,Doral,FL,33172,,305/786,P2,DoralManagementCompa,doralmanagement.com,[DORAL-HIALEAH 305/786] HOA/condo mgmt in Doral
1002,SoFla-Doral-Hialeah,RRSOFLA,Doral-Hialeah (305/786),7863910087,New Horizons Property Mgmt Solutions,Property/HOA-condo mgmt,,Doral/Miami Lakes,FL,,,305/786,P2,NewHorizonsPropertyM,newhorizonspropertymgmtsol.com,"[DORAL-HIALEAH 305/786] Covers Doral, Miami Lakes, Hallandale"
1002,SoFla-Doral-Hialeah,RRSOFLA,Doral-Hialeah (305/786),3058192361,Neighborhood Property Management,Property/HOA-condo mgmt,,Hialeah,FL,33016,,305/786,P2,NeighborhoodProperty,Yelp,"[DORAL-HIALEAH 305/786] HOA & condo mgmt, Hialeah"
1002,SoFla-Doral-Hialeah,RRSOFLA,Doral-Hialeah (305/786),3059301160,JMK Property Management,Property management,,Doral/Miami Beach,FL,,,305/786,P2,JMKPropertyManagemen,jmkpropertymanagement.com,[DORAL-HIALEAH 305/786] Serves Doral; HQ Miami Beach
1003,SoFla-Restoration-Partners,RRSOFLA,Restoration Partners,9549980600,SERVPRO of Pembroke Pines / W Miramar,Restoration franchise,,Pembroke Pines/Miramar,FL,,,954/754,A,SERVPROofPembrokePin,servpro.com,[RESTORATION PARTNERS] IICRC; overflow/subcontract partner
1003,SoFla-Restoration-Partners,RRSOFLA,Restoration Partners,9546347674,IgniteNest,Fire/smoke restoration,,Pembroke Pines/Miramar/Weston,FL,,,954/754,A,IgniteNest,theignitenest.shop,[RESTORATION PARTNERS] Fire+smoke focus - strong fit
1003,SoFla-Restoration-Partners,RRSOFLA,Restoration Partners,8449924414,Inovec Restoration & Construction,Restoration + GC,,Davie/Broward,FL,,,954/754,A,InovecRestorationCon,inovecgroup.com,[RESTORATION PARTNERS] Covers Miramar/PP/Coral Springs/Sunrise
1003,SoFla-Restoration-Partners,RRSOFLA,Restoration Partners,9542825224,FirstLine Restoration,Loss contractor,,Broward/PB/Dade,FL,,,954/754,A,FirstLineRestoration,firstlinepros.com,[RESTORATION PARTNERS] Mitigation+roofing+reconstruction
1003,SoFla-Restoration-Partners,RRSOFLA,Restoration Partners,9543834534,Water Damage Solutions,Water/mold restoration,,Coral Springs/Broward,FL,,,954/754,A,WaterDamageSolutions,waterdamagesolutionsfl.com,[RESTORATION PARTNERS] 24/7 extraction/drying/mold
1003,SoFla-Restoration-Partners,RRSOFLA,Restoration Partners,3055942956,SERVPRO of Doral,Restoration franchise,,Doral/Dade,FL,,,305/786,A,SERVPROofDoral,servpro.com,[RESTORATION PARTNERS] IICRC; overflow partner
1003,SoFla-Restoration-Partners,RRSOFLA,Restoration Partners,7866106317,Total Care Restoration,Water/fire/mold,,Doral/Miami/Broward,FL,33166,,305/786,A,TotalCareRestoration,totalcarerestoration.com,[RESTORATION PARTNERS] 24/7; multi-county
1003,SoFla-Restoration-Partners,RRSOFLA,Restoration Partners,3054880607,ServiceMaster DSI of Doral,Restoration (40+ yrs),,Doral/Dade,FL,,,305/786,A,ServiceMasterDSIofDo,servicemasterrestorations.com,[RESTORATION PARTNERS] Emergency property damage
1003,SoFla-Restoration-Partners,RRSOFLA,Restoration Partners,3056764660,United Water Restoration Group,Full-service restoration,,Doral/Broward/Dade,FL,,,305/786,A,UnitedWaterRestorati,unitedwaterrestoration.com,[RESTORATION PARTNERS] Water/fire/storm/sewage/mold
1003,SoFla-Restoration-Partners,RRSOFLA,Restoration Partners,9545485613,"Restore Experts, Inc.",Fire/mold/water,,Hialeah/Dade,FL,,,305/786,A,RestoreExpertsInc,restoreexpertsfl.com,[RESTORATION PARTNERS] Serves Hialeah
1003,SoFla-Restoration-Partners,RRSOFLA,Restoration Partners,7869632639,Doral Water Damage Restoration,Water/mold/fire,,Doral,FL,,,305/786,A,DoralWaterDamageRest,doralwaterdamagerestoration.com,[RESTORATION PARTNERS] 20+ yrs
1003,SoFla-Restoration-Partners,RRSOFLA,Restoration Partners,8444007274,Rapid Recovery Team,Restoration + construction,,Broward/Dade,FL,,,match county,B,RapidRecoveryTeam,rapidrecoveryteam.com,[RESTORATION PARTNERS] Serves Sunrise/Hialeah/Doral
1003,SoFla-Restoration-Partners,RRSOFLA,Restoration Partners,8443798737,Dry Up Restoration,Fire/water restoration,,Pembroke Pines/Miramar/Weston,FL,,,954/754,B,DryUpRestoration,dryuprestoration.com,[RESTORATION PARTNERS] Covers severe-tier cities
2001,Roofing-Miami-Dade,RRSOFLA,Miami-Dade (305/786),3052101010,Century Roofing Specialists (Hollywood),Roofing contractor,1200 N Federal Hwy,Hollywood,FL,33020,,305/786,,RR-314,roofing-contractor-partner,HOLLYWOOD
2001,Roofing-Miami-Dade,RRSOFLA,Miami-Dade (305/786),3052248270,Dennis Roofing,Roofing contractor,,Miami,FL,33101,,305/786,,RR-241,roofing-contractor-partner,MIAMI
2001,Roofing-Miami-Dade,RRSOFLA,Miami-Dade (305/786),3052251535,Extreme Roofing,Roofing contractor,2910 SW 109th Ave,Miami,FL,33165,,305/786,,RR-252,roofing-contractor-partner,MIAMI
2001,Roofing-Miami-Dade,RRSOFLA,Miami-Dade (305/786),3052554004,Aztec Roofing,Roofing contractor,12950 SW 189th St,Miami,FL,33177,,305/786,,RR-253,roofing-contractor-partner,MIAMI
2001,Roofing-Miami-Dade,RRSOFLA,Miami-Dade (305/786),3053011621,Armandos Roofing Inc,Roofing contractor,,Miami,FL,33157,,305/786,,RR-244,roofing-contractor-partner,MIAMI
2001,Roofing-Miami-Dade,RRSOFLA,Miami-Dade (305/786),3053059195,Ram Roofing,Roofing contractor,5712 NE 4th Ave,Miami,FL,33137,,305/786,,RR-248,roofing-contractor-partner,MIAMI
2001,Roofing-Miami-Dade,RRSOFLA,Miami-Dade (305/786),3054329789,Full Cover Roofing,Roofing contractor,13290 SW 88th Ln,Miami,FL,33186,,305/786,,RR-257,roofing-contractor-partner,MIAMI
2001,Roofing-Miami-Dade,RRSOFLA,Miami-Dade (305/786),3054542644,L Cortes Construction Services,Roofing contractor,18786 NW 79th Way,Hialeah,FL,33015,,305/786,,RR-240,roofing-contractor-partner,MIAMI/HIALEAH
2001,Roofing-Miami-Dade,RRSOFLA,Miami-Dade (305/786),3056348144,Arpaico Inc,Roofing contractor,3078 NW 13th St,Miami,FL,33125,,305/786,,RR-260,roofing-contractor-partner,MIAMI
2001,Roofing-Miami-Dade,RRSOFLA,Miami-Dade (305/786),3056427663,Perkins Roofing Miami,Roofing contractor,575 NW 152nd St,Miami,FL,33169,,305/786,,RR-246,roofing-contractor-partner,MIAMI
2001,Roofing-Miami-Dade,RRSOFLA,Miami-Dade (305/786),3056615454,Manuel Joya Roofing,Roofing contractor,7054 SW 44th St,Miami,FL,33155,,305/786,,RR-251,roofing-contractor-partner,MIAMI
2001,Roofing-Miami-Dade,RRSOFLA,Miami-Dade (305/786),3056662323,Victoria Roofing,Roofing contractor,4220 SW 71st Ave,Miami,FL,33155,,305/786,,RR-250,roofing-contractor-partner,MIAMI
2001,Roofing-Miami-Dade,RRSOFLA,Miami-Dade (305/786),3056723749,Diversified Roofing,Roofing contractor,170 NW 68th St,Miami,FL,33150,,305/786,,RR-249,roofing-contractor-partner,MIAMI
2001,Roofing-Miami-Dade,RRSOFLA,Miami-Dade (305/786),3056764127,Keys Roofing Inc,Roofing contractor,101761 Overseas Hwy,Key Largo,FL,33037,,305/786,,RR-239,roofing-contractor-partner,MIAMI/KEYS
2001,Roofing-Miami-Dade,RRSOFLA,Miami-Dade (305/786),3056966767,RN Palmer Roofing,Roofing contractor,17055 SW 190th St Ste 66,Miami,FL,33157,,305/786,,RR-259,roofing-contractor-partner,MIAMI
2001,Roofing-Miami-Dade,RRSOFLA,Miami-Dade (305/786),3057572612,Obenour Roofing Sheet Metal & Supply Co,Roofing contractor,9822 NE 2nd Ave Ste 9,Miami Shores,FL,33138,,305/786,,RR-242,roofing-contractor-partner,MIAMI
2001,Roofing-Miami-Dade,RRSOFLA,Miami-Dade (305/786),3058959237,Perfect Roofing and Services Inc,Roofing contractor,284 NE 116th St,Miami,FL,33161,,305/786,,RR-256,roofing-contractor-partner,MIAMI
2001,Roofing-Miami-Dade,RRSOFLA,Miami-Dade (305/786),3059022302,William Seay Fair Roofing,Roofing contractor,2020 Taylor St Apt 2C,Hollywood,FL,33020,,305/786,,RR-311,roofing-contractor-partner,HOLLYWOOD
2001,Roofing-Miami-Dade,RRSOFLA,Miami-Dade (305/786),3059084512,Blue Steel Construction,Roofing contractor,106 S Federal Hwy,Fort Lauderdale,FL,33301,,305/786,,RR-277,roofing-contractor-partner,FT LAUDERDALE
2001,Roofing-Miami-Dade,RRSOFLA,Miami-Dade (305/786),3059692020,Florida Roofing,Roofing contractor,13910 SW 102nd Ave,Miami,FL,33176,,305/786,,RR-247,roofing-contractor-partner,MIAMI
2001,Roofing-Miami-Dade,RRSOFLA,Miami-Dade (305/786),3059924790,Florida Roofing And Coating LLC,Roofing contractor,,Hollywood,FL,33020,,305/786,,RR-312,roofing-contractor-partner,HOLLYWOOD
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3212176303,Empire Roofing Inc (Apopka),Roofing contractor,319 W Orange Blossom Trl,Apopka,FL,32712,,407/321/689,,RR-171,roofing-contractor-partner,APOPKA
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3212177463,H2Ow Roofing,Roofing contractor,1701 Sunfish St,Saint Cloud,FL,34771,,407/321/689,,RR-218,roofing-contractor-partner,ST CLOUD
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3212297742,Atalski Roofing,Roofing contractor,111 Olympus Dr,Ocoee,FL,34761,,407/321/689,,RR-182,roofing-contractor-partner,OCOEE
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3212336832,Roof Techs of Florida,Roofing contractor,100 Dresdan Ct,Sanford,FL,32771,,407/321/689,,RR-152,roofing-contractor-partner,SANFORD
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3212364184,R West Roofing (line 2),Roofing contractor,,Orlando,FL,32859,,407/321/689,,RR-042,roofing-contractor-partner,Serving area
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3212444699,Rapid Roofing Services,Roofing contractor,1802 W Broadway St,Oviedo,FL,32765,,407/321/689,,RR-234,roofing-contractor-partner,OVIEDO
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3212620584,Ray's Roofing,Roofing contractor,250 International Pkwy,Lake Mary,FL,32746,,407/321/689,,RR-199,roofing-contractor-partner,LAKE MARY
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3212957404,Tag Restoration Services,Roofing contractor,1350 Orange Ave,Winter Park,FL,32789,,407/321/689,,RR-073,roofing-contractor-partner,WINTER PARK
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3212993591,Top Notch Roofing Inc,Roofing contractor,2888 W Lake Mary Blvd,Lake Mary,FL,32746,,407/321/689,,RR-187,roofing-contractor-partner,LAKE MARY
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3213163940,Winter Park Roof Installed & Repair,Roofing contractor,2617 W Fairbanks Ave,Winter Park,FL,32789,,407/321/689,,RR-080,roofing-contractor-partner,WINTER PARK
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3213174515,B Brothers Services Inc,Roofing contractor,6409 Sardina Blvd,Orlando,FL,32818,,407/321/689,,RR-038,roofing-contractor-partner,
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3213212004,Best Kissimmee Roofing,Roofing contractor,5245 W Irlo Bronson Memorial Hwy,Kissimmee,FL,34746,,407/321/689,,RR-104,roofing-contractor-partner,KISSIMMEE
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3213217661,James & Sons Roofing,Roofing contractor,316 N John Young Pkwy,Kissimmee,FL,34741,,407/321/689,,RR-100,roofing-contractor-partner,KISSIMMEE
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3213217950,Joseph's Roof Install,Roofing contractor,4063 N Goldenrod Rd,Winter Park,FL,32792,,407/321/689,,RR-083,roofing-contractor-partner,WINTER PARK
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3213214406,Robert & Sons Kissimmee Roofing,Roofing contractor,1101 Miranda Ln,Kissimmee,FL,34741,,407/321/689,,RR-103,roofing-contractor-partner,KISSIMMEE
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3213254673,Cloud Roof Repair,Roofing contractor,2090 Old Hickory Tree Rd,Saint Cloud,FL,34772,,407/321/689,,RR-209,roofing-contractor-partner,ST CLOUD
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3213279414,Deluxe Sanford Roof Repair,Roofing contractor,2200 S French Ave,Sanford,FL,32771,,407/321/689,,RR-147,roofing-contractor-partner,SANFORD
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3213284187,Clark Family Roofing,Roofing contractor,3100 17th St,Saint Cloud,FL,34769,,407/321/689,,RR-211,roofing-contractor-partner,ST CLOUD
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3213291705,Ultimate Ocoee Roof Repair,Roofing contractor,319 West Rd,Ocoee,FL,34761,,407/321/689,,RR-176,roofing-contractor-partner,OCOEE
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3213402590,Revive Roofing & Construction,Roofing contractor,17550 Cobblestone Ln,Clermont,FL,34711,,407/321/689,,RR-129,roofing-contractor-partner,CLERMONT
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3213489155,Jasper Roofing Contractors,Roofing contractor,4185 S Orlando Dr,Sanford,FL,32773,,407/321/689,,RR-154,roofing-contractor-partner,SANFORD
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3213551234,New Edge Construction,Roofing contractor,801 International Pkwy,Lake Mary,FL,32746,,407/321/689,,RR-204,roofing-contractor-partner,LAKE MARY
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3213607663,4 Seasons Roofing Systems,Roofing contractor,1950 Lee Rd,Winter Park,FL,32789,,407/321/689,,RR-060,roofing-contractor-partner,WINTER PARK
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3213607500,Clarence & Sons Roofing,Roofing contractor,203 E 3rd St Unit 6,Sanford,FL,32771,,407/321/689,,RR-162,roofing-contractor-partner,SANFORD
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3213643200,Winter Park Roofing & Repairs,Roofing contractor,180 S Knowles Ave Ste 8,Winter Park,FL,32789,,407/321/689,,RR-055,roofing-contractor-partner,WINTER PARK
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3213677171,Premium Roofing & Construction,Roofing contractor,107 N Line Dr,Apopka,FL,32703,,407/321/689,,RR-165,roofing-contractor-partner,APOPKA
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3214021227,Nationwide Roofing,Roofing contractor,1750 Mohave Ct,Saint Cloud,FL,34772,,407/321/689,,RR-212,roofing-contractor-partner,ST CLOUD
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3214144442,Lake Mary Roof Repair,Roofing contractor,255 Primera Blvd,Lake Mary,FL,32746,,407/321/689,,RR-189,roofing-contractor-partner,LAKE MARY
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3214220035,Contractor Roofing Service,Roofing contractor,2238 Winter Woods Blvd,Winter Park,FL,32792,,407/321/689,,RR-075,roofing-contractor-partner,WINTER PARK
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3214412300,Collis Roofing,Roofing contractor,,Winter Garden,FL,34787,,407/321/689,,RR-109,roofing-contractor-partner,WINTER GARDEN
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3214447640,Heritage Roofing & Gutters Inc,Roofing contractor,5350 McIntosh Pt Ste 114,Sanford,FL,32773,,407/321/689,,RR-157,roofing-contractor-partner,SANFORD
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3214789567,Ultimate Oviedo Roof Install,Roofing contractor,269 Aulin Ave,Oviedo,FL,32765,,407/321/689,,RR-229,roofing-contractor-partner,OVIEDO
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3214834899,RoofTek,Roofing contractor,2630 Sanford Ave,Sanford,FL,32773,,407/321/689,,RR-148,roofing-contractor-partner,SANFORD
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3214920800,CRBN Roofing Experts,Roofing contractor,950 N Central Ave,Oviedo,FL,32765,,407/321/689,,RR-232,roofing-contractor-partner,OVIEDO
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3215046282,Rock Roofing,Roofing contractor,265 W Lakeview Ave,Lake Mary,FL,32746,,407/321/689,,RR-203,roofing-contractor-partner,LAKE MARY
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3215124633,407 Constructions Pro,Roofing contractor,3351 Whitestone Cir,Kissimmee,FL,34741,,407/321/689,,RR-102,roofing-contractor-partner,KISSIMMEE
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3215212628,Home Pros Roofing and Contracting,Roofing contractor,1935 Rafton Rd,Apopka,FL,32703,,407/321/689,,RR-164,roofing-contractor-partner,APOPKA
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3215212376,JM's #1 Roofing,Roofing contractor,,Ocoee,FL,34761,,407/321/689,,RR-184,roofing-contractor-partner,OCOEE
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3215475092,United Roofing,Roofing contractor,,Orlando,FL,32859,,407/321/689,,RR-040,roofing-contractor-partner,Serving Orlando
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3216149689,J & M Roofing & Construction,Roofing contractor,2019 Pirie Pl,Saint Cloud,FL,34769,,407/321/689,,RR-210,roofing-contractor-partner,ST CLOUD
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3216260339,BFARR Contracting,Roofing contractor,3500 Aloma Ave,Winter Park,FL,32792,,407/321/689,,RR-063,roofing-contractor-partner,WINTER PARK
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3216380655,3MG Roofing & Solar (line 2),Roofing contractor,1127 Solana Ave,Winter Park,FL,32789,,407/321/689,,RR-092,roofing-contractor-partner,WINTER PARK alt line
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3218053316,Reliable Roof Repair,Roofing contractor,900 13th St,Saint Cloud,FL,34769,,407/321/689,,RR-214,roofing-contractor-partner,ST CLOUD
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3218328341,Allman Roofing,Roofing contractor,1215 Wynn St,Sanford,FL,32773,,407/321/689,,RR-141,roofing-contractor-partner,SANFORD
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3218954933,Fix My Roofs,Roofing contractor,1109 Eastern Ave,Saint Cloud,FL,34769,,407/321/689,,RR-215,roofing-contractor-partner,ST CLOUD
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3219470250,Bobcat Roofing,Roofing contractor,2021 W Fairbanks Ave,Winter Park,FL,32789,,407/321/689,,RR-061,roofing-contractor-partner,WINTER PARK
2004,Roofing-Orlando-Central,RRSOFLA,Orlando/Central (407/321/689),3219722577,Speer Roofing & Construction,Roofing contractor,400 N New York Ave,Winter Park,FL,32789,,407/321/689,,RR-056,roofing-contractor-partner,WINTER PARK
2005,Roofing-Clermont-Lake,RRSOFLA,Clermont/Lake (352),3522273098,Veritas Roofers,Roofing contractor,5036 Dr Phillips Blvd Ste 287,Orlando,FL,32819,,352,,RR-007,roofing-contractor-partner,PRIORITY Dr Phillips Blvd
2005,Roofing-Clermont-Lake,RRSOFLA,Clermont/Lake (352),3522419677,Roof Control Services,Roofing contractor,936 10th St,Clermont,FL,34711,,352,,RR-124,roofing-contractor-partner,CLERMONT
2005,Roofing-Clermont-Lake,RRSOFLA,Clermont/Lake (352),3522425055,Comfort Seal Roof Systems,Roofing contractor,614 E Highway 50,Clermont,FL,34711,,352,,RR-133,roofing-contractor-partner,CLERMONT
2005,Roofing-Clermont-Lake,RRSOFLA,Clermont/Lake (352),3522437977,We Know Roofing,Roofing contractor,11525 Kingfisher Dr,Clermont,FL,34711,,352,,RR-136,roofing-contractor-partner,CLERMONT
2005,Roofing-Clermont-Lake,RRSOFLA,Clermont/Lake (352),3523179778,Formonix Roofing,Roofing contractor,3559 S Orange Ave,Orlando,FL,32806,,352,,RR-037,roofing-contractor-partner,
2005,Roofing-Clermont-Lake,RRSOFLA,Clermont/Lake (352),3523529298,Red Turtle Roofing Minneola,Roofing contractor,3387 Grassy Lake View Ave,Clermont,FL,34715,,352,,RR-127,roofing-contractor-partner,CLERMONT
2005,Roofing-Clermont-Lake,RRSOFLA,Clermont/Lake (352),3523946461,Smith Roofing Inc,Roofing contractor,284 W Minneola Ave,Clermont,FL,34711,,352,,RR-123,roofing-contractor-partner,CLERMONT
2005,Roofing-Clermont-Lake,RRSOFLA,Clermont/Lake (352),3524597077,Premium Roofing & Restoration LLC,Roofing contractor,,Winter Garden,FL,34787,,352,,RR-121,roofing-contractor-partner,WINTER GARDEN
2005,Roofing-Clermont-Lake,RRSOFLA,Clermont/Lake (352),3524889064,Jim's Contracting,Roofing contractor,,Orlando,FL,32859,,352,,RR-043,roofing-contractor-partner,Serving area
2005,Roofing-Clermont-Lake,RRSOFLA,Clermont/Lake (352),3525526567,Weather All Roofing (line 2),Roofing contractor,,Winter Garden,FL,34787,,352,,RR-117,roofing-contractor-partner,WINTER GARDEN
